Country,Year,Energy Type,Production (GWh),Installed Capacity (MW),Investments (USD),Population,GDP,Energy Consumption,Energy Exports,Energy Imports,CO2 Emissions,Renewable Energy Jobs,Government Policies,R&D Expenditure,Renewable Energy Targets,Average Annual Temperature,Annual Rainfall,Solar Irradiance,Wind Speed,Hydro Potential,Geothermal Potential,Biomass Availability,Energy Storage Capacity,Grid Integration Capability,Electricity Prices,Energy Subsidies,International Aid for Renewables,Public Awareness,Energy Efficiency Programs,Urbanization Rate,Industrialization Rate,Energy Market Liberalization,Renewable Energy Patents,Educational Level,Technology Transfer Agreements,Renewable Energy Education Programs,Local Manufacturing Capacity,Import Tariffs on Energy Equipment,Export Incentives for Energy Equipment,Natural Disasters,Political Stability,Corruption Perception Index,Regulatory Quality,Rule of Law,Control of Corruption,Economic Freedom Index,Ease of Doing Business,Innovation Index,Number of Research Institutions,Number of Renewable Energy Conferences,Number of Renewable Energy Publications,Energy Sector Workforce,Proportion of Energy from Renewables,Public-Private Partnerships in Energy,Regional Renewable Energy Cooperation
Russia,2019,Geothermal,52356.4012646042,43587.233188853934,932807320.4545984,23010676,173381952881137.62,168252.8436085914,12941.82037326464,46237.36119486903,946446.0483099328,48821,1,1981669549.439071,0,33.252276316367286,1623.7841619445617,160.00430836296042,4.202077598830167,23.396481703558493,24.268776705300755,56.7727802630422,889.4536625082978,0.462130411214068,0.3216606290052385,124638966.92284608,650095306.591464,1.7770695738443487,0,40.0526686791153,81.5800458558046,1,460,4.044871129812208,0,0,33.92413668259125,70.48994112594322,65.0964140375773,0,6.710734922269425,7.862005991381681,5.937590774379244,3.988746583352864,5.250485233872821,91.531508326365,54.18510863539164,17.569007083032474,794,17,5393,908185,86.76818016364713,0,0
Russia,2014,Geothermal,12506.772516352949,42267.78408313795,9288505302.915722,909950468,6977820215999.793,23628.93374433893,7225.828144224393,58488.49407542812,328707.62353890244,260613,1,7823915957.450122,0,7.743609244866644,567.0884848380845,293.6279714847367,1.2392887703978557,69.54614897845684,91.15672786273603,31.30083453449227,325.56237437740054,0.4059719538227346,0.3351961626956377,581395493.2922143,700858353.6955334,7.95675324475085,0,18.03674381603324,18.35225878096253,0,495,5.26890810496719,0,1,85.95794191422792,5.027024957969816,19.698798804128916,0,7.422297201558332,1.8176107114746445,9.290870497672724,3.74746633557687,4.304007763546602,2.773070918792575,6.071443546025879,74.39691232029017,569,36,3048,544538,68.98613639578971,1,0
Germany,2016,Solar,41501.83253692402,22751.90428370821,1954184959.2363408,135306634,16858888103396.42,673443.3805032332,53120.19772365092,43723.47270271862,83423.8966224476,375894,0,2049812366.1210344,1,7.181522587946741,1628.7232134866383,203.6190284508076,10.821061194540322,49.568755951094566,31.00462454595405,45.46302861020454,833.5042325721014,0.1048774480577128,0.4030026433551646,100001607.12055027,304807821.16963494,2.908098239320493,1,3.392463889345521,33.25942869749952,0,680,4.121235552081134,1,1,69.92988282324258,45.59547001059,95.45485926102477,0,7.689152481228057,7.965193446026607,0.8793181344128542,9.626839900627893,5.463077126465893,71.76564743759863,2.3341587098969274,34.827479544269856,299,31,7929,13713,31.40363177182759,0,1
France,2010,Hydro,66092.50709054801,28044.18866745213,8622074262.824203,185869925,80689554485848.73,477000.6044719833,22482.176963823844,53715.50683806193,549901.493575206,492376,1,3650618597.64129,1,25.78507300492928,620.4252920622039,253.84382840939952,8.517232313258111,43.80727319796652,77.15903380400148,78.41223900637526,477.673778176506,0.0944967975887286,0.3921794926414887,654569784.3916484,899477123.0732886,7.412390781859861,0,14.654711439644464,21.82759538786492,0,145,7.730750971644396,0,1,86.89608067257211,56.76780678952996,69.73085039106468,1,8.53142609849192,8.052770010507144,2.811515791913326,9.57418247741558,5.224734434961212,17.482472050252007,28.286345548249148,94.75765845782644,448,84,6381,299138,53.09057644652309,0,0
Russia,2009,Geothermal,38293.72026155119,49041.15943332498,6188427609.757855,1367249786,63409519063679.32,138017.6317292911,12925.16480577406,34613.98092798058,443248.3037770541,440430,0,3963988282.628004,1,32.09598870472091,1639.6061783001846,134.0990914609547,11.38952551085187,5.463095316353539,33.22854217002268,1.7200902134809404,614.1420387017421,0.5933128463620099,0.1570557762353097,878649152.6283791,766215762.3518863,4.731195133472159,0,37.9158170341275,16.41540555359041,0,194,3.632408018707318,1,1,59.10325335248244,16.36738007135301,87.88690485026851,0,6.788256518947968,0.3335113723135385,3.791894225562639,1.5542454530658611,0.9347115268270688,27.979556494167944,35.46605547844218,7.0490026415564895,828,55,6268,591156,29.40115454715234,0,1
Australia,2006,Wind,61007.89942415702,35500.28446777934,6321123876.667404,1328753637,74617551299666.8,684673.3526229113,37762.64295448647,10145.162618076163,865798.2963283611,965154,1,2698164496.293114,1,16.828245795857676,231.92998323757809,248.03440984856195,7.954752922564906,78.27226910495258,51.00605563122659,99.02379231150714,595.6727257458687,0.3682073985820229,0.3496199048482818,197715583.97878683,888114879.3647699,4.822704981362941,1,97.27249479281396,12.846571563585652,0,195,5.17465437237898,1,1,37.01480650571344,59.88654380028582,19.7533784775788,0,6.908139295208041,4.387301945875047,6.171949457506779,0.2318548960197242,2.120116562358275,2.9329933856303225,35.20969782106472,11.343280251912748,741,77,7703,751572,11.62642163130947,1,0
Germany,2021,Solar,69110.30273166766,1600.0852861149135,8550041699.834029,500965028,53384796167062.336,512267.0914537683,22131.13334608508,4929.405980680053,57274.84897940495,514169,1,4099020035.9492927,1,-7.964473008601377,1349.097421669269,268.93581072558663,5.108221127215387,75.14871954034416,35.548457840719664,24.7737259087881,569.6105824787688,0.6661170610529499,0.3976999219248529,313176781.2909143,278437874.9787847,6.257556861431899,1,23.42857898522592,32.727541392951224,1,278,0.6245336417636449,0,0,65.41689059293888,5.330490718917114,42.37643234167423,0,0.2676338508327092,1.7888919088700272,5.8349528700008175,4.459748050129223,4.369496057575171,97.48461469667588,77.20417099858346,27.13724421836445,503,24,4533,158901,51.97090378004715,1,0
France,2000,Wind,74584.1503687362,34817.29629947534,2031265830.651396,1320241007,13328585304434.115,679526.1117716852,75529.09183791546,58945.07109334316,501263.2490288632,680165,1,361690879.9503169,0,30.03430850051108,1023.1855966356771,274.339265303843,6.351837024848897,27.65300441093516,74.03966207492697,44.66893947784095,307.6624266056075,0.5015792569551455,0.2087293005973436,696643405.3479557,506524456.4120798,7.191981419637604,0,42.48764594773265,1.831976381767586,1,381,1.9262913794280836,1,0,14.14859218635308,52.98559811055027,73.4181617829321,0,5.035513712866953,5.041279479285706,6.488465363781976,5.570102956635949,9.58309061851724,31.12463078317026,20.045073983363597,75.84903438779233,823,52,2362,233450,18.407854085998075,1,1
Canada,2005,Hydro,93109.53946872977,23891.6846946242,7930483452.126849,547578890,68350470959936.46,213425.7784181074,95797.35258698072,82470.60430297573,890007.7049147727,263763,1,2284363532.3364854,0,9.128550498146502,1478.5296054526286,144.2785596741118,2.194348377688795,4.367180028087714,28.1576475212746,65.45837744297793,963.9515909753638,0.8252996574784515,0.4703911625002292,892627991.4678416,929624905.6211438,3.97476123457718,0,67.54481400265784,50.389657191686425,0,605,1.0600132070793211,1,0,7.779696329430575,56.1428980359736,11.041250815636904,1,8.367158914419736,9.138210065312276,4.747150759560644,3.0543778398815125,5.270642860217053,56.04399177804571,21.25513281777909,53.89810052390708,398,48,6892,605749,71.69968245177665,1,1
China,2019,Geothermal,40033.66037847254,43855.27753108343,5169529517.310094,377924359,52680442314657.67,45158.79633110094,60145.549506880736,85312.02210742071,291619.014352561,838571,1,5667096320.90283,1,5.429202706230077,419.8330454525629,176.0774358040709,2.635045305565206,10.214164914666114,90.41375380780244,72.60938122953785,751.2486841675994,0.4532676774721997,0.2248263219597135,211338661.24147105,811077229.0664438,2.5340854089664475,0,58.58834596765665,80.62420975971627,0,311,2.374119694826875,1,1,58.028006493846775,76.40958260821606,86.90830993278107,0,7.031606306517181,0.3443437437133367,9.381419794370707,4.167287721699164,7.418505102221578,99.89845831139604,25.117843942357453,46.8167005621847,335,22,1888,84438,15.792242435031511,1,1
Japan,2017,Wind,56029.22645255138,45079.70005466942,5625618232.601594,358379653,170666623504709.53,830750.5599481318,74126.36940311309,66513.21860367474,256558.81878289697,54810,1,8639953685.781822,0,27.61796782053965,1720.9258637191697,230.5878218833629,11.205213566167467,92.76953671675363,5.978138319096759,94.53371916794796,799.672342101313,0.2626679086469766,0.2486717086412812,488663332.1377913,150629739.30686438,2.4915860617713226,0,49.66555623020277,89.54885816124187,1,131,5.826909861217007,0,0,94.28808230606874,83.98890576132895,29.80474765332185,0,3.342677772839757,9.402322863875138,8.379250144903118,6.672201962181672,0.1672743464998582,64.23769133066556,3.815686860231138,54.92206672650449,894,47,997,806169,51.03599553516713,0,1
Russia,2019,Geothermal,34322.87426244387,7368.516814199037,6994882472.401956,1354237709,2363402637668.1704,232764.7667112895,51574.64484646783,36054.31789527678,129396.21468499114,98483,1,312517767.0866802,1,18.615383444187543,272.65888210834487,250.98786613943471,11.669210315517851,95.03326830083016,16.498258389245102,77.08347843708498,79.42508251496561,0.8302558959198544,0.2841562732822101,511368474.899236,930514078.5977292,6.95607013536753,1,69.9818888124871,56.98312266190074,1,4,2.036588826293848,1,0,42.78836892376987,7.415813091013945,28.974741950427507,0,1.8554642639374708,3.8805853701496176,3.034648962199584,5.646229699719743,2.141399412961207,32.920462748732795,73.75531325734205,20.930843448828007,400,2,9216,601616,9.170419214538796,0,0
France,2020,Geothermal,98742.6021678956,34100.295664275,2068387584.2082405,658114916,118886803234606.28,993542.3090116892,18533.996064793297,24834.8367136233,627212.8533365901,749736,1,1493131059.1054912,1,35.16336363751587,2908.701614980787,281.740059624492,9.004842673179114,17.121963486087278,59.93637764039538,13.284733217192922,571.2135610374968,0.4535433714604031,0.3998195069583578,209361306.5905384,625752367.5355715,3.545996376803364,1,63.293343877535634,11.706691260303348,1,350,6.234219050345057,1,0,26.05097965945852,21.903628698594343,20.310198350426724,0,3.1568656277221354,8.484361184363207,6.249589464149135,5.942495974220615,1.9104905286899363,98.1234231533025,82.3913839495706,71.038960908935,763,80,814,512272,9.510912199783828,0,1
Germany,2003,Geothermal,5826.407025991909,45318.22100703824,8775909265.394854,418212614,177661832322338.5,787643.3738390805,72374.69204328762,46757.17248316858,88756.8668849464,261019,1,6445394292.513585,0,8.572919093473299,1229.0063478045013,279.47576747526307,0.3111460177572261,82.59714918133382,76.3246863045166,57.32306791503797,152.85692960028086,0.5599772091425607,0.4130415687084989,881131483.0853796,537634637.5671239,3.657959424009284,1,74.33068467500159,46.29225510741981,0,486,1.0908684256582168,0,1,59.40297040616608,63.795729900685394,66.64094543393657,1,9.81764487815004,4.7019439219744,3.6257573671544985,3.646857347414509,8.238207698099071,7.91154499006449,26.5489585457933,44.08153630248815,65,90,4818,369105,30.579639155642024,0,1
France,2005,Biomass,23200.46027137906,48610.17399433433,6616160767.871386,902436730,126518513523430.66,836937.2231266046,29899.16443962756,90376.84957137937,808987.2085823048,588239,1,7297234157.62236,1,30.19923096029705,2306.457168424011,247.9225543086107,7.870097558488613,79.23118953906419,60.64287775569923,91.05604949648652,685.1467833206756,0.0863828377638414,0.3611818990725413,365305215.7710009,562267626.2277371,2.654008470877327,1,7.256002927400173,6.362564944426518,0,128,9.96318796941836,1,1,45.572969806034834,26.505613468069868,56.23955267810836,1,0.4977341878075236,9.56466561884761,3.149747321644468,5.670792395754348,4.728122950021941,36.90597354201019,71.78278006103196,59.48320965710416,143,13,873,217326,76.6144899667414,1,0
USA,2007,Biomass,24964.110642772703,11457.98945742961,5151176250.729097,907511783,163656959975886.7,228077.8110829,52634.33116116192,85772.52743740968,666301.2197864476,840453,0,6296223583.27178,1,6.546260377597172,2180.800927393903,139.87767453329909,12.856719554277952,27.79923679395789,45.630959958727416,44.97719333962762,667.7538553029486,0.8193785141261045,0.118424782521647,178886029.45657775,321076602.9055166,9.129367681339604,1,83.13500676153532,53.0746568096789,1,83,0.7723374552375684,1,0,67.49015447066382,21.933267370552056,24.826051010606143,1,4.098322274987961,9.80496159419497,9.85368778976248,6.825839168572245,1.488799426426558,78.10272237412043,75.71261525495827,79.77118441138524,903,62,3617,510267,72.40265913175881,1,1
Russia,2003,Biomass,37213.615128186815,28389.408998761293,3045793702.1890445,391075318,10015512905532.234,765278.5358798916,37482.50804024402,61010.73875984409,689838.5382210034,393217,0,3750078382.9676914,1,2.850317223809228,2090.31083675254,296.01025746550977,4.330208993907575,26.91954225362575,2.214822548738393,98.72640146550036,354.90509852282224,0.4394728935892552,0.4016241479549952,514853467.5986389,69223629.98732182,9.56395625203562,0,55.25307809830645,33.52187411740173,1,680,5.562673376419559,1,1,29.18483921398307,2.1326996322545533,16.58656946706083,1,4.945037238122415,0.852616808000618,8.525497100817361,7.598899205907398,9.646721394740448,36.767875112772586,87.16389405823342,60.397673566391376,809,71,5975,516778,12.70513821808269,0,1
Germany,2008,Geothermal,18346.400071256736,18274.047091959277,7723273321.950727,1332156844,172233708714295.7,290362.81526993384,11209.08933961049,67460.34162114256,422895.146749242,660963,0,6497091119.183755,1,-3.3185412659677525,1996.456692290829,195.49868842144667,12.165110431917103,95.00712720279418,80.22095505600657,73.08703957032387,7.408027497544777,0.7576827144508258,0.4261171442559826,126402833.05059928,539277189.0575763,1.6197230391011608,1,11.626928285376426,52.80520987191512,1,393,0.9883293000886928,0,0,97.31944939716804,49.02758008204222,56.26885351843276,1,1.0989165970268533,8.51189042426922,4.694622155480141,8.455724954455622,0.7936256118023388,73.87194405830864,33.021040120977595,54.22970954294374,254,90,2261,707707,67.75560465991188,1,1
India,2021,Wind,40291.20309583494,39431.22637961201,628100153.0820343,939608990,152769188229236.12,891942.7794746979,15845.837936457025,37535.839945936365,403609.157193252,327803,0,2456604071.862075,1,12.100183540440485,419.31690963094616,218.68983802824312,8.296734439993314,65.62339882651433,69.1493682201017,84.6438019951316,779.1320792537838,0.9700110786670274,0.1479236083623467,223478248.6358614,744534120.3512602,2.52789290583364,0,9.410738112415116,77.29380779872702,0,724,7.203694874200085,1,1,40.44459793481499,99.41426513449828,79.98458173921675,0,8.259199231569049,8.648972457298548,9.141588654990326,6.544851672747981,8.183317458492876,32.589521392859325,27.28028527980572,70.4897221836194,825,27,6864,663441,36.02637233342945,0,1
China,2017,Wind,35836.829531888274,8281.575286402487,3471068539.0141344,123258623,159169947980374.5,286522.55622271256,59198.83151573179,20702.490924358077,294451.01925673056,136388,1,3549024742.2367554,0,22.697036374591363,950.7243461899326,129.9581366168786,3.804749958119317,57.60816610900164,15.685848272722524,74.93989162944249,596.9555234408067,0.6541951903536235,0.4500716431764615,456017612.9387317,721743290.1417861,4.922828853503857,1,31.691819339873028,43.516811613388185,0,696,7.482075177997219,1,0,98.84028827894448,97.97339058017828,10.15808273204436,1,4.279752272757716,7.570978586473815,2.825488263684776,7.297801312109958,9.954706408172676,61.99328465501737,46.624710738573405,86.4616231343151,710,29,2816,461369,58.31406007388753,1,0
Japan,2001,Solar,20492.38005164256,30921.949790283288,2303756667.151477,744429899,26589283443714.062,62626.43257251585,53386.69639758538,49541.176775607935,349137.3637998516,719701,1,8475763957.061834,1,35.95145016692165,616.9024748487536,294.7248370621064,4.553080050738048,80.40479648588452,69.57414367090516,50.49767041869697,252.97410994278948,0.8518281055284448,0.2658983102834616,51195811.18627253,324431226.3795101,9.93330281768306,1,28.0734932332804,93.784395561447,1,851,8.022626376759469,1,0,35.49304942101863,71.08136365663765,16.73642688418959,0,6.918388878991165,4.028116870059327,4.416067951146308,3.3806517612096023,3.687775414073217,72.16285837317685,6.028594280282029,35.78950805027345,203,5,5017,217675,80.72756423758477,0,0
India,2014,Geothermal,46966.82154089114,11417.708145433273,4911288347.369871,265349581,94437057220876.6,136000.02412801527,73836.91597658848,63267.12382356497,591072.9367447301,354356,0,8812339797.211985,1,-4.597786489228203,2860.399834966919,190.43275763744103,1.7827657617748538,12.392479444389426,42.7336405759424,21.43245759961976,59.104028844137225,0.3631713648636886,0.4479929763870148,607338239.3813097,974787934.2457304,6.147501164477505,0,65.39905013405325,76.71044597377616,1,470,9.447249879043955,0,1,83.73235972127195,47.86675287800849,59.73833833164456,1,0.1721342433345729,6.782082843043416,1.9749453405171813,1.2972022540843595,2.950035180137164,18.340185407387036,61.74748187897907,54.039546369161584,475,59,9434,680760,12.018336951612064,1,1
USA,2016,Biomass,56070.63944628475,17490.30883171382,2375414377.1121573,890407573,12846033167863.682,481964.3185466898,46596.87614323056,77081.08519890017,359772.92306307313,134741,1,6870529893.020103,0,22.054723919122612,967.332359950606,127.90024490625645,0.6870625312705425,44.43575928808442,50.87090339178847,69.19406001400594,150.13331074432813,0.8771852811253569,0.4234989409819898,799623165.8107812,225196908.9860721,1.392510392171108,0,82.91449469055775,50.679128618552426,1,587,3.1355126907853546,1,1,84.06202563513389,86.19306582990738,48.11622163523721,0,7.179487547558753,3.6018061128481182,5.990689512495356,4.742218318015764,1.1251442443026003,49.02913896247615,35.017441290923614,43.63553585231119,115,57,2479,318747,88.40990471647952,0,0
USA,2016,Biomass,81069.13567746701,9579.476857898871,9791660484.012844,1217567977,159622809993727.5,996862.5712981996,13002.030864884431,22197.37371302879,168273.9577160709,740086,0,2779363509.266135,1,18.66731504001277,182.06475395569464,136.5960839348461,2.5571091523556677,34.9905032425873,29.221338126937457,95.23842482864772,715.5242249791359,0.1610157171808135,0.1957318103922925,12499483.137720784,302885249.10119265,7.682269555941938,1,8.387134053344326,67.98671180107114,1,958,2.1505185951443617,1,1,71.22098184724496,67.55363742065433,59.40878276845917,0,1.0313032547978818,7.356963154979135,3.388786240324735,4.327788403628756,2.7857757576092537,40.07471267185908,90.45283257080791,34.11802559300078,704,47,1575,476422,6.640581881661434,1,1
Canada,2016,Solar,11838.062515609465,13631.037092349015,4482997879.918302,231320314,187141648936125.9,466380.88006815006,17614.310444014627,35251.92736659514,488400.7930960208,961917,0,8441744390.67088,1,-5.8622023969151975,2774.57519031029,183.88626452727027,6.690322570788824,23.328027490831094,81.49514250085119,34.41654341015635,644.195746588663,0.8398568650476881,0.3814127068882051,991907046.1273308,482438936.1640382,6.3555925539767655,0,15.305008007178223,20.043386245859285,1,774,6.790823959707297,0,1,19.70665724397007,85.04602316626081,19.866482843190568,0,7.700868246280822,4.807378825470213,6.238069891409426,5.6779773482078735,2.3559324169834426,99.32524731776994,18.825322392060627,47.44871412955987,887,25,8844,980082,37.91320582031893,0,0
Russia,2002,Geothermal,87262.2788098591,4456.360888890043,117441210.87641972,1403150174,196522807646542.9,286793.25553114986,2778.6832444313886,67982.6451950483,48274.99451746691,628787,1,8321791918.810186,0,27.17380149892808,396.8654577119422,259.53848909116283,1.917463770397777,9.927902564601563,23.428716289944692,44.89549517772669,641.2910052587114,0.4264849491795653,0.4835447593531349,1308884.5714112867,424683004.7769063,9.251201344807814,1,16.85177477166774,64.50347183628743,1,356,6.725668586527634,0,0,30.45834339839607,80.88095899067469,46.01995083229132,1,4.287271895584052,3.089201962050679,3.700755291841692,3.2138192911143983,8.615424399300286,67.55676040004343,12.33689961332275,23.01207831796758,769,40,4993,707380,21.431615312968365,1,1
Japan,2001,Biomass,88455.3641574773,48613.44599902442,2397337940.129137,1349993012,86186078399312.5,797605.5650105723,11323.3526415168,93219.1921895516,38853.39398990952,801299,0,8025532471.075572,0,35.27749504974714,933.6499025920006,127.76070096353052,3.298589917905799,19.287597418864767,63.45845299538143,89.31903894010559,394.41395763042107,0.6734419987255288,0.431839486471161,724137585.7286873,545511661.1218075,9.259365215581628,0,72.03099064184461,17.362805351651133,1,971,6.682376704514783,1,0,61.955754099844505,61.88003513073592,70.19616824795366,1,3.445533007586384,3.453039031328625,2.2380310292045658,1.4572975484332271,1.8091563722531856,65.37904588561376,76.57884181795556,45.0372576462698,240,84,7970,17424,44.01565382535475,0,1
USA,2011,Biomass,16939.04009487005,42792.32347986378,5916235088.14097,383256925,111497941087782.69,105938.5880934196,4942.593760122679,71718.70355305226,371139.8387037117,67860,0,4107166345.2443137,0,-5.673736589216335,2785.531221446297,269.2510612293488,10.402461464125048,83.13797999050207,88.40310833238746,95.49358088517111,641.3974486204015,0.9763948943217624,0.3106970520563509,948116403.1892155,75644160.25343391,8.905409812348998,0,85.67405140789614,73.42112963480699,1,323,8.288090270933486,1,0,49.69863188732853,3.040597087915875,89.00923653959283,0,6.589034656589471,0.582785155627028,4.365997664791475,9.13271545365706,3.6020680748754943,82.84395293295962,39.53142065083392,69.58412096417142,497,49,6974,705462,68.68776005148388,1,0
Germany,2023,Wind,76671.76322982342,36351.89084500614,7709885305.138015,1311679961,173802480958622.1,411025.0403198763,88886.34196633083,95253.8714800556,551359.4682057209,631096,1,7661585322.910205,0,23.60810816354572,1982.8661275716051,140.90505417771396,4.506032917874929,99.38089429113236,38.56939043088635,11.107677428071682,779.9640921949283,0.2570581330377198,0.1643105217504097,439200902.0623098,89075598.56497231,9.974243480929813,0,98.09109611825352,66.5756929740543,1,206,8.266317814206477,1,0,2.9034052211781014,7.1837456423055945,94.85668166482952,1,6.237531731278166,4.042169490906944,6.90047778542639,7.768333891483371,4.895146232033946,66.71437765768079,52.84509455459522,66.91460576260698,551,62,4121,778364,83.22622794712737,0,0
Japan,2007,Wind,13384.833017284562,1667.3149875021145,9295141310.30029,1037895921,93759302455142.48,958143.886772164,8939.991391608975,15197.58777762979,90058.86944715779,547188,1,9109697947.000534,1,13.009016290093331,1087.833009715367,200.60408972137944,0.6630686215487386,50.33698616812066,72.61180164407317,32.547199189878285,848.9700588848754,0.6342790118598166,0.2499104130981143,991248892.7414676,315142956.79300606,0.1008944899793129,1,20.738271465565106,17.69578780380354,0,318,6.757805680909261,1,0,58.88556443948028,16.08114845764802,85.55114570722421,0,3.458741094570754,9.866343086692776,8.995011848010554,9.443417710105882,5.757462820637946,9.853174513736352,28.29515717603426,94.54776641340416,973,53,6751,345306,93.2961698472991,1,0
France,2008,Wind,58067.91883850065,17943.253857461343,8134754408.201191,999874286,169196613432184.47,769133.5858007872,11444.049112714214,69893.35331640602,238608.6155222828,880736,0,3199729396.0745325,0,24.02598689875134,609.5218799593179,113.56210734803008,2.7734183811506536,15.422563488167206,44.594332583857486,43.50032335524025,27.570735909366658,0.1014747627247869,0.1784958274841196,985862015.5742424,538258053.6798369,7.347290004758554,1,62.95281573432011,59.655515793783565,0,562,0.6278823060453687,0,1,87.4123708569043,71.63197199006454,89.03821124286314,1,7.744648985149237,8.576932466715162,4.083833598541204,9.322552850185655,9.184600431149937,89.72083431064081,34.285980211241906,58.92688023431749,695,39,4309,808906,97.64859670926704,0,1
Australia,2000,Hydro,19480.715041955016,14951.560499823518,8927253139.908686,106558835,134885181590841.9,110024.70789568347,7534.195642673086,21826.01223547856,805237.2208507166,594834,1,8180368364.752315,1,31.47382476893513,1999.3945671160632,247.01007101196743,3.662765109428949,94.31960394957837,64.48093675144891,95.97448366083584,781.8097999375392,0.6112453210333733,0.4274226497252538,951424789.2833724,739059356.9945135,4.257140052292403,1,0.1830229159167862,20.424109264983603,1,304,0.3609776364573192,1,1,77.52825411208197,62.61154282439004,11.425518184701634,1,7.527122413580487,5.418341426847263,6.345421995765249,4.787186302830607,9.66432154420182,70.95849115925597,8.280729729706948,45.57734767783774,791,70,1951,634359,38.93751656127202,0,1
Japan,2012,Biomass,43492.79261324771,29110.96566288138,6845327951.807422,740060739,63188362891005.59,90218.68553109188,22113.02672421573,42025.39832716608,689608.4479741189,834793,0,4396112839.939875,1,12.27636787075792,1369.8017777697148,172.68442592205685,7.70465303130513,31.788761634607955,5.9162201711379865,78.75140310557006,609.0762046085778,0.0450748581124896,0.1360143014130281,182757671.0978704,197887463.55460244,2.6830250356658105,1,51.44951413600919,46.03477752528343,1,654,6.528594527430852,0,1,91.77930334775924,80.72764807688975,37.56688841204125,1,9.349888767274392,5.704387880316889,2.868664202612189,0.5145805870212394,5.294695199857467,27.51845179578369,61.429199023948776,13.367537881773394,250,75,7133,103832,79.80954698707994,1,1
Brazil,2017,Solar,56296.69452286733,3082.16347239652,3554187944.309329,1009631084,102211490197218.69,906910.2119870452,35526.784436694805,41712.223749590135,604168.5708135464,398508,0,4223826372.02221,0,22.561507094563183,1703.349492830815,213.6135344324797,11.803968224770834,79.01419964477905,62.379692578509896,30.0536987994665,213.0620005289512,0.917178262672104,0.0821082481841466,69393622.09970999,338188488.62242603,9.054462533591526,0,82.19870185011084,37.301822294633794,1,914,0.5155237964148718,0,1,17.675396823155687,84.62570855018309,99.89481327222006,1,7.126207031547468,1.795034864326733,5.006800508063006,8.214248741577864,2.7687466068125,21.72247642451848,97.05851841064668,77.05391695512208,464,21,7390,625134,54.046393332141264,1,0
Canada,2020,Wind,69720.84530511913,30416.050688706076,5906358548.656367,110200235,196918647345875.44,662237.8182754075,31487.19342877731,23062.312550741077,284034.1290000328,89429,0,6282989242.603922,0,31.73221178057705,1406.568870103616,160.6420045715765,12.301545528612332,59.22269815461001,59.88353490544592,56.24972126534071,446.0989193258404,0.7517014485956548,0.0931625279576117,625041529.5911611,404150594.322022,6.904985214793038,0,4.392863819062709,25.784384379120784,1,954,3.7974320694672414,1,1,1.179556814778859,59.46298291655777,19.79548794586532,0,3.6890545624636872,6.96538260065568,8.083967120101311,5.593565704677247,1.61853435100632,84.77572060428272,77.42366022468988,24.225448624317306,229,57,2650,236837,22.377286394043715,1,0
Canada,2022,Solar,6174.219761628034,14702.803699565602,1565431536.0253727,1018180590,68095526758555.56,124239.70971043136,59137.31735765863,45810.74787973966,438368.55784467794,827770,0,7140536688.035428,1,14.761926125087708,961.868894637778,232.6144060109303,2.582069351361371,87.9129814931238,48.8740145248065,34.075805952303384,901.7954502218568,0.268476457441003,0.0793297299722492,576882942.4860315,422457733.03977525,7.072171987334686,1,44.9577332485584,59.62807056975053,0,821,6.970291754175593,1,1,71.48589460846225,27.835014205283905,42.61766631897487,0,6.073289972348896,7.983549637407599,4.7620649582407975,8.803136052495915,7.359702058141754,31.41283183994632,86.66484698035899,90.78238327799085,516,22,7363,48524,19.773633539778647,0,1
Australia,2000,Geothermal,56719.64438373717,6854.806226880332,9874372882.41629,1048158444,71909730727010.38,408956.0399707695,24307.350413318847,13308.637490168405,870582.7585146611,562615,0,3442325910.8536534,1,24.031824721136047,2836.0923166183347,154.54367169385597,0.4838221024233136,4.944481013766133,86.56367804174117,45.69077708867234,899.7715263901523,0.1705816878730331,0.2618592861084712,685386521.9050732,191326032.71969247,1.890593257460233,0,36.8632071207618,79.81531142772215,0,476,7.749157221460773,0,1,88.20965296150113,42.083184674739584,91.10653656675618,1,8.54481164409789,9.323088876741128,8.92119464518968,7.816267940282482,0.7524371979374189,43.58442905124503,14.854904022991333,93.84645767701946,135,44,5873,303447,96.5719100775367,0,1
Russia,2001,Hydro,27735.753476373626,24500.66435324228,1714155754.824696,850623747,101136106001185.7,523022.6061331637,59311.112410997775,94348.50945709572,645470.2088273561,565251,0,4435715246.2985325,1,-7.352999758680475,2038.722018551878,251.51622679660457,6.5321413011775,57.90503625045061,3.804881879889532,91.8766921171386,4.934174207132617,0.4818275576151133,0.4934880362886498,508137201.3619678,20078104.69811017,9.43249253958325,0,9.25953867432736,7.223757854694391,0,46,4.118298911530568,1,1,6.441841190775099,13.005016523896815,18.10169339080168,1,2.162836799452168,6.724629673357189,9.086375638383222,1.002218394503246,6.361268825940521,63.72798866931966,33.01667901851408,39.02985812350737,157,83,5799,549727,72.9390227869825,1,1
